TransactionID,CustomerID,Date,Amount,PaymentMethod
195,2688,2025-07-02,2438.45,Credit Card
196,3522,2025-08-09,2391.02,Credit Card
197,3901,2025-10-24,6486.48,Debit Card
198,2777,2025-08-14,7013.39,Debit Card
199,4017,2025-07-26,8942.25,Net Banking
200,5000,2025-08-24,101.92,Credit Card
201,2859,2025-12-26,4827.53,Net Banking
202,1239,2025-12-08,3936.74,Cash
203,1377,2025-08-11,2508.19,UPI
204,1392,2025-06-25,7920.57,Cash
205,4736,2025-03-18,5885.62,Debit Card
206,2779,2025-02-19,2515.22,UPI
207,1311,2025-05-13,3689.69,UPI
208,1576,2025-10-18,7781.96,Net Banking
209,1030,2025-11-09,4275.76,Net Banking
210,4798,2025-05-13,5189.96,UPI
211,4756,2025-02-05,3107.48,Net Banking
212,3696,2025-05-21,8926.32,Debit Card
213,598,2025-11-02,2995.62,Net Banking
214,4599,2025-09-08,7910.02,Debit Card
215,1745,2025-11-10,8911.2,UPI
216,2964,2025-04-10,5881.55,Cash
217,1306,2025-01-23,1195.49,Net Banking
218,3337,2025-08-02,7496.96,Debit Card
219,3155,2025-01-03,5232.66,Credit Card
220,780,2025-01-05,6289.68,UPI
221,4703,2025-01-26,5019.24,Credit Card
222,1717,2025-11-06,4054.19,UPI
223,4521,2025-05-23,4589.85,Cash
224,2193,2025-05-06,7494.79,Cash
225,674,2025-11-12,6443.39,Cash
226,749,2025-07-26,8163.26,UPI
227,3434,2025-11-28,6914.64,Net Banking
228,1626,2025-11-27,3921.21,Net Banking
229,2637,2025-03-21,7928.45,Debit Card
230,390,2025-09-22,7234.47,Credit Card
231,3027,2025-04-05,2107.25,UPI
232,3574,2025-01-10,6340.43,UPI
233,1231,2025-11-19,7382.87,Credit Card
234,2857,2025-10-07,2741.86,Credit Card
235,1643,2025-10-12,7734.6,Debit Card
236,3405,2025-07-02,5544.57,Credit Card
237,1868,2025-06-11,3391.61,Net Banking
238,3471,2025-09-06,3394.28,Credit Card
239,933,2025-08-16,8285.82,Debit Card
240,402,2025-12-11,9554.97,Net Banking
241,3227,2025-07-09,5057.01,UPI
242,2121,2025-06-09,9162.56,Credit Card
243,4289,2025-02-08,9776.25,Net Banking
244,3394,2025-09-19,7675.36,UPI
245,357,2025-05-27,2855.07,UPI
246,3119,2025-10-22,2092.36,Debit Card
247,875,2025-10-04,3802.65,UPI
248,2458,2025-08-14,6489.89,Net Banking
249,17,2025-01-28,1415.93,Debit Card
250,3248,2025-04-19,4583.69,Debit Card
251,3024,2025-05-25,8459.88,Cash
252,2016,2025-01-01,1938.62,Credit Card
253,3313,2025-07-09,1166.09,UPI
254,318,2025-06-07,6678.37,Credit Card
255,3320,2025-05-05,5695.48,Net Banking
256,889,2025-06-20,5776.39,Cash
257,3115,2025-10-07,7979.95,UPI
258,4865,2025-07-17,2814.67,Debit Card
259,2712,2025-12-25,130.6,Credit Card
260,1517,2025-04-03,4121.63,UPI
261,2289,2025-06-27,4291.07,Net Banking
262,1890,2025-07-02,7435.32,Net Banking
263,4392,2025-03-16,6663.72,Credit Card
264,474,2025-09-19,2955.81,Net Banking
265,784,2025-08-06,8309.74,UPI
266,513,2025-03-04,9256.64,Credit Card
267,1314,2025-02-12,5179.24,Cash
268,2123,2025-10-09,4679.97,Cash
269,2173,2025-05-12,2286.1,Net Banking
270,2743,2025-01-12,486.96,UPI
271,1060,2025-05-08,2881.79,Net Banking
272,1382,2025-08-28,4453.07,Debit Card
273,839,2025-01-14,6057.3,Net Banking
274,2820,2025-05-14,5009.59,UPI
275,804,2025-05-11,7952.21,Net Banking
276,537,2025-03-07,3906.57,Net Banking
277,1724,2025-05-12,3987.27,Net Banking
278,2796,2025-09-28,883.99,UPI
279,1772,2025-03-28,674.39,Debit Card
280,2358,2025-02-06,888.23,Cash
281,2189,2025-04-24,1097.59,Net Banking
282,2962,2025-10-22,6164.88,Debit Card
283,1755,2025-11-12,1358.75,Cash
284,901,2025-01-23,5968.11,Debit Card
285,614,2025-04-11,3165.64,Net Banking
286,1358,2025-06-05,8971.32,Credit Card
287,3219,2025-02-25,9763.67,Debit Card
288,1954,2025-11-02,5784.81,UPI
289,960,2025-07-04,1576.66,Credit Card
290,3874,2025-06-01,4218.29,Credit Card
291,3645,2025-11-06,4230.14,Credit Card
292,4014,2025-03-11,272.6,UPI
293,4826,2025-11-16,7033.25,Debit Card
294,1227,2025-08-25,9474.91,Debit Card
295,4073,2025-08-05,5615.53,Net Banking
296,144,2025-07-20,4719.12,Credit Card
297,4317,2025-09-09,5335.47,Net Banking
298,1701,2025-12-22,5866.71,Credit Card
299,2339,2025-12-11,4748.22,Net Banking
300,2001,2025-02-19,5278.77,Debit Card
301,3600,2025-10-01,834.19,Net Banking
302,1173,2025-03-03,3663.36,Net Banking
303,4611,2025-02-10,9180.04,Cash
304,1839,2025-11-26,2657.46,Net Banking
305,403,2025-05-19,5252.53,Credit Card
306,2154,2025-10-17,2442.03,UPI
307,2537,2025-12-16,6723.45,Net Banking
308,4525,2025-01-15,8535.56,Net Banking
309,417,2025-04-04,3841.02,UPI
310,4526,2025-09-24,2181.55,Credit Card
311,606,2025-10-06,4498.69,Credit Card
312,1330,2025-04-18,3352.69,Net Banking
313,1725,2025-01-02,603.94,Debit Card
314,3127,2025-06-25,2347.91,Net Banking
315,2893,2025-08-17,7460.89,UPI
316,1853,2025-11-12,9604.58,Debit Card
317,2344,2025-12-26,1982.24,UPI
318,916,2025-08-26,7874.97,Net Banking
319,5,2025-04-14,1164.59,Cash
320,3571,2025-12-04,8283.66,Debit Card
321,3263,2025-01-19,7151.97,Net Banking
322,1536,2025-06-19,2709.33,UPI
323,1284,2025-12-22,2399.96,Net Banking
324,4019,2025-03-13,9206.56,UPI
325,1003,2025-12-17,5355.15,Net Banking
326,1851,2025-03-24,5557.39,Credit Card
327,3523,2025-07-01,9949.74,Cash
328,3741,2025-07-11,8223.57,Credit Card
329,2423,2025-08-18,3092.18,UPI
330,2236,2025-10-19,6816.12,Credit Card
331,759,2025-03-26,1078.2,UPI
332,136,2025-03-07,3567.31,Net Banking
333,3639,2025-04-26,7692.41,Debit Card
334,2350,2025-04-12,3725.96,Debit Card
335,4029,2025-03-21,3781.77,Cash
336,926,2025-06-08,5541.85,Credit Card
337,3329,2025-11-07,5036.4,Cash
338,2027,2025-02-01,8274.48,Debit Card
339,4493,2025-08-16,3172.03,Cash
340,3135,2025-07-22,8129.28,Net Banking
341,1644,2025-12-05,6418.53,Credit Card
342,2281,2025-05-16,9816.02,Credit Card
343,1549,2025-04-17,1153.68,Debit Card
344,1581,2025-11-11,7832.01,Debit Card
345,1367,2025-06-12,6651.71,Credit Card
346,824,2025-02-13,5103.39,UPI
347,3675,2025-08-20,7867.51,Credit Card
348,1991,2025-07-20,7986.1,Cash
349,2790,2025-08-12,338.93,Credit Card
350,559,2025-08-18,4461.07,Debit Card
351,3788,2025-03-25,7113.24,Net Banking
352,4684,2025-10-04,4847.78,Debit Card
353,2769,2025-12-25,9152.4,Cash
354,3856,2025-12-14,7526.57,UPI
355,4648,2025-01-12,8198.29,Debit Card
356,3825,2025-11-28,4156.09,Debit Card
357,2081,2025-09-02,1412.56,Net Banking
358,14,2025-10-02,3696.19,Cash
359,4770,2025-03-27,8312.19,Debit Card
360,3161,2025-07-04,7282.39,Debit Card
361,2246,2025-02-13,5101.3,Credit Card
362,1227,2025-09-08,4779.07,Net Banking
363,4632,2025-04-03,5720.82,Debit Card
364,1666,2025-07-06,6775.08,UPI
365,3184,2025-01-04,2064.32,Credit Card
366,2553,2025-12-25,8177.23,Net Banking
367,634,2025-01-21,7224.17,Cash
368,1134,2025-08-10,6251.08,Credit Card
369,4286,2025-03-21,3118.77,Cash
370,823,2025-01-03,4219.82,Cash
371,4543,2025-05-19,7816.03,Cash
372,4056,2025-12-18,4962.12,UPI
373,449,2025-01-14,7475.09,Cash
374,4077,2025-11-25,8297.65,Credit Card
375,4572,2025-04-03,3375.12,Cash
376,4475,2025-03-02,2271.98,Net Banking
377,1896,2025-02-17,6003.53,Net Banking
378,4080,2025-12-15,6189.23,Debit Card
379,3695,2025-08-21,5041.17,Net Banking
380,574,2025-01-11,5991.01,Credit Card
381,16,2025-03-08,3966.31,UPI
382,4791,2025-06-09,2822.42,Credit Card
383,1443,2025-09-24,452.54,Cash
384,3241,2025-06-27,6046.01,Credit Card
385,4470,2025-02-15,4441.24,UPI
386,4106,2025-09-15,1689.59,UPI
387,2941,2025-01-21,3264.07,Credit Card
388,35,2025-06-02,2947.19,Net Banking
389,4586,2025-11-16,4614.84,Net Banking
390,2482,2025-07-12,3297.64,UPI
391,4626,2025-09-16,9785.3,Credit Card
392,1579,2025-03-04,8393.17,Credit Card
393,2122,2025-07-03,2507.05,Debit Card
394,4884,2025-01-15,4951.46,Net Banking
395,7,2025-09-27,681.5,Debit Card
396,2810,2025-07-15,9174.27,Net Banking
397,2828,2025-09-02,6536.22,Debit Card
398,2361,2025-01-06,9103.36,UPI
399,3732,2025-04-01,5417.83,Debit Card
400,4737,2025-04-18,6174.85,Credit Card
401,2612,2025-05-13,6578.69,UPI
402,3256,2025-03-21,7691.48,UPI
403,2364,2025-01-27,8702.25,Cash
404,3667,2025-11-25,3470.85,Credit Card
405,575,2025-08-11,6316.06,Debit Card
406,849,2025-09-17,9607.44,Net Banking
407,3551,2025-03-22,8311.14,UPI
408,1860,2025-11-08,1757.96,Debit Card
409,2931,2025-10-27,2233.17,Credit Card
410,3233,2025-10-14,4209.65,Cash
411,3747,2025-02-11,6469.39,Cash
412,4274,2025-04-02,400.83,Debit Card
413,4048,2025-02-23,1503.03,Credit Card
414,3991,2025-03-22,3402.6,Debit Card
415,1195,2025-02-07,6410.89,Cash
416,2836,2025-05-26,7572.47,Net Banking
417,2470,2025-05-06,4459.73,Net Banking
418,2791,2025-10-16,8676.2,UPI
419,661,2025-11-05,3786.23,Net Banking
420,1082,2025-03-13,8408.97,Debit Card
421,4388,2025-04-04,8373.47,Cash
422,3461,2025-07-09,3163.62,Debit Card
423,819,2025-08-23,5690.45,Debit Card
424,2665,2025-12-20,780.69,Debit Card
425,632,2025-11-15,7769.73,Debit Card
426,2449,2025-05-13,1100.76,Credit Card
427,1336,2025-01-08,8997.82,Cash
428,3333,2025-12-20,3432.5,Credit Card
429,3831,2025-04-23,6057.14,Cash
430,1615,2025-01-21,3583.9,Net Banking
431,4238,2025-04-08,1059.64,Net Banking
432,4874,2025-11-02,6355.39,Net Banking
433,1730,2025-09-03,9793.82,UPI
434,3982,2025-08-24,9059.28,Debit Card
435,1898,2025-04-26,3703.02,Credit Card
436,4948,2025-07-09,8911.79,Net Banking
437,4652,2025-07-27,3700.79,Debit Card
438,2133,2025-09-18,8089.23,Credit Card
439,1200,2025-11-18,2561.87,Cash
440,4453,2025-04-11,5182.76,Debit Card
441,4375,2025-09-10,1496.67,Cash
442,877,2025-07-12,364.89,UPI
443,4449,2025-06-14,9790.65,Debit Card
444,715,2025-07-16,8974.29,Net Banking
445,4708,2025-12-04,8486.47,Credit Card
446,1637,2025-04-20,9273.67,Cash
447,1916,2025-10-14,805.41,Net Banking
448,2459,2025-03-17,7687.72,Cash
449,4606,2025-11-21,9105.99,Debit Card
450,3932,2025-03-13,534.78,Credit Card
451,3104,2025-04-05,5132.26,Credit Card
452,935,2025-05-25,6428.82,Cash
453,3413,2025-09-14,1501.5,Cash
454,469,2025-11-11,8246.04,Cash
455,3946,2025-04-04,8673.5,Net Banking
456,3881,2025-08-05,2103.19,Debit Card
457,3378,2025-03-11,1206.97,Net Banking
458,4166,2025-06-20,9301.11,Debit Card
459,1668,2025-04-15,7912.24,Cash
460,1039,2025-08-16,8300.87,Cash
461,4919,2025-09-26,828.32,Debit Card
462,3233,2025-12-10,5846.53,Credit Card
463,1504,2025-08-25,5094.56,Credit Card
464,3756,2025-02-19,7180.39,Credit Card
465,2839,2025-08-26,1718.91,UPI
466,3182,2025-08-28,9558.68,Debit Card
467,483,2025-06-24,4947.01,Net Banking
468,856,2025-12-24,7575.3,Debit Card
469,225,2025-02-26,5789.43,Cash
470,831,2025-05-19,1937.15,Debit Card
471,789,2025-08-03,6892.33,Credit Card
472,3510,2025-02-17,4533.1,UPI
473,1566,2025-08-18,4865.15,Net Banking
474,2208,2025-12-10,4606.71,Credit Card
475,4643,2025-12-06,2096.36,Net Banking
476,781,2025-06-17,2252.91,Cash
477,830,2025-12-11,7825.42,Debit Card
478,873,2025-11-01,6888.08,Net Banking
479,1949,2025-12-11,7474.42,Cash
480,2150,2025-08-23,7598.77,Debit Card
481,4549,2025-07-28,4643.71,Net Banking
482,53,2025-07-11,7638.71,Net Banking
483,3037,2025-06-14,6596.66,Debit Card
484,2581,2025-01-28,973.0,Credit Card
485,2822,2025-05-08,3554.09,UPI
486,2618,2025-08-11,7474.18,Credit Card
487,919,2025-12-10,989.69,Net Banking
488,499,2025-01-27,9640.99,UPI
489,685,2025-03-20,8443.87,Net Banking
490,1303,2025-06-13,2594.46,Cash
491,346,2025-07-21,3999.06,Credit Card
492,1727,2025-11-03,6263.25,Cash
493,2521,2025-03-17,8162.36,Cash
494,2698,2025-06-28,1846.41,UPI
495,753,2025-08-03,6872.18,Debit Card
496,1789,2025-11-14,2682.25,Debit Card
497,521,2025-11-26,9116.4,UPI
498,4276,2025-08-12,9227.62,Cash
499,937,2025-01-19,4501.29,UPI
500,384,2025-04-19,6416.48,Credit Card
501,4601,2025-02-17,4057.33,Cash
502,1642,2025-06-10,625.39,Debit Card
503,342,2025-06-13,370.53,Cash
504,1169,2025-05-20,3091.89,Cash
505,4051,2025-02-20,8064.5,Net Banking
506,2255,2025-08-03,7071.69,Debit Card
507,492,2025-08-04,5514.07,Credit Card
508,4809,2025-04-21,8806.44,Net Banking
509,1787,2025-03-04,3924.25,Net Banking
510,1458,2025-09-23,929.02,Cash
511,2480,2025-02-09,1517.75,Debit Card
512,4406,2025-02-27,6937.7,Credit Card
513,2770,2025-06-04,464.0,Net Banking
514,1009,2025-12-14,9736.78,Net Banking
515,3955,2025-02-26,5728.18,Net Banking
516,1091,2025-04-08,982.45,Debit Card
517,356,2025-07-07,5827.87,Credit Card
518,4031,2025-08-06,1415.67,UPI
519,1889,2025-04-28,5732.07,Credit Card
520,2400,2025-08-12,5773.85,Net Banking
521,1064,2025-04-22,4367.75,Debit Card
522,3368,2025-08-19,1938.25,Debit Card
523,1990,2025-06-03,8291.73,Credit Card
524,1954,2025-10-06,3539.85,Net Banking
525,4577,2025-10-23,9802.03,Net Banking
526,4118,2025-06-14,9267.73,Cash
527,2130,2025-04-08,3256.75,UPI
528,2037,2025-01-25,9481.63,Debit Card
529,3217,2025-10-15,7974.1,Debit Card
530,3193,2025-06-28,3998.68,UPI
531,2075,2025-07-16,8189.92,Cash
532,4557,2025-12-18,536.67,Debit Card
533,2854,2025-12-20,7917.81,UPI
534,172,2025-02-14,1235.48,Cash
535,4628,2025-03-12,371.5,Debit Card
536,615,2025-07-23,8838.17,Net Banking
537,2346,2025-11-01,2986.81,Debit Card
538,1087,2025-06-19,5579.55,Debit Card
539,829,2025-10-28,3656.46,UPI
540,2871,2025-07-17,7311.61,Debit Card
541,2509,2025-01-17,3667.03,Debit Card
542,4500,2025-03-08,3739.75,Debit Card
543,2423,2025-04-16,7824.13,Cash
544,78,2025-06-06,4057.2,Credit Card
545,1804,2025-02-26,8612.72,UPI
546,4073,2025-04-28,8139.83,Cash
547,2495,2025-10-06,5301.7,UPI
548,956,2025-01-06,945.74,Debit Card
549,3597,2025-07-12,8243.84,Credit Card
550,1675,2025-04-14,1023.92,Debit Card
551,154,2025-11-17,4387.55,Cash
552,2740,2025-05-20,2195.85,UPI
553,3118,2025-03-10,9860.35,Cash
554,2804,2025-05-17,3929.07,Cash
555,541,2025-06-28,1667.6,Cash
556,4841,2025-03-26,956.97,Cash
557,4308,2025-11-13,2403.24,Debit Card
558,3567,2025-11-18,6707.73,Debit Card
559,2106,2025-03-11,7092.12,Cash
560,4871,2025-10-17,7513.42,Cash
561,2082,2025-08-20,2702.51,Net Banking
562,845,2025-04-15,5473.96,Debit Card
563,2807,2025-05-27,1174.53,Cash
564,4637,2025-02-23,6314.72,Credit Card
565,4180,2025-01-28,1741.09,Cash
566,1686,2025-04-07,4465.96,UPI
567,1215,2025-12-21,6001.58,Net Banking
568,3302,2025-04-13,4533.37,Cash
569,477,2025-06-03,4564.76,UPI
570,4002,2025-10-25,3130.37,Cash
571,2164,2025-06-28,7926.45,Credit Card
572,3355,2025-11-07,3719.23,UPI
573,4345,2025-03-13,7539.01,Credit Card
574,426,2025-11-22,4096.84,UPI
575,3314,2025-02-01,6209.73,Credit Card
576,3047,2025-11-07,1688.17,Net Banking
577,269,2025-02-16,270.12,Net Banking
578,2790,2025-05-04,1821.36,Cash
579,2209,2025-01-23,478.57,Cash
580,1891,2025-09-11,7397.23,UPI
581,3499,2025-01-24,2467.65,Debit Card
582,3905,2025-09-13,6073.13,Cash
583,4135,2025-01-14,1372.17,Net Banking
584,4615,2025-02-12,4401.1,Net Banking
585,2163,2025-07-07,4346.6,Debit Card
586,4636,2025-04-03,9436.49,Debit Card
587,3212,2025-06-27,2996.62,UPI
588,4595,2025-12-01,4171.45,Net Banking
589,2869,2025-12-06,7283.92,UPI
590,1027,2025-05-22,5256.42,UPI
591,1317,2025-01-02,4067.16,UPI
592,4093,2025-07-24,831.36,Cash
593,1495,2025-10-25,6367.15,Net Banking
594,5000,2025-08-21,4690.71,Credit Card
595,972,2025-03-15,673.99,Net Banking
596,3732,2025-02-27,310.19,Cash
597,1141,2025-02-13,4090.04,Net Banking
598,31,2025-07-22,6336.31,Net Banking
599,54,2025-05-23,7365.83,Cash
600,4626,2025-09-26,2566.78,Credit Card
601,3405,2025-08-22,6641.17,UPI
602,995,2025-01-09,7887.87,Net Banking
603,4219,2025-08-25,6837.19,UPI
604,2167,2025-04-13,9097.54,Net Banking
605,2857,2025-08-28,2781.07,Net Banking
606,433,2025-05-12,9297.62,UPI
607,4281,2025-04-23,4522.18,Cash
608,4832,2025-12-10,6253.32,UPI
609,4997,2025-08-27,3014.08,Cash
610,1384,2025-10-13,3210.12,UPI
611,3597,2025-12-19,1182.87,Credit Card
612,2005,2025-01-03,5689.8,UPI
613,4802,2025-11-18,2630.06,Cash
614,3740,2025-06-04,8396.6,Cash
615,2974,2025-03-23,8185.66,Debit Card
616,2796,2025-07-20,4144.6,Cash
617,1841,2025-03-08,5823.15,Net Banking
618,4169,2025-12-01,3085.16,Cash
619,887,2025-05-15,5574.78,UPI
620,1271,2025-12-06,6648.83,Debit Card
621,4476,2025-05-22,5486.98,Cash
622,2146,2025-06-01,9788.12,UPI
623,2203,2025-03-06,4211.01,Debit Card
624,1079,2025-12-11,3087.65,Credit Card
625,2626,2025-04-18,3890.25,UPI
626,3765,2025-02-19,2995.59,Debit Card
627,1349,2025-12-17,7614.18,Debit Card
628,3530,2025-08-02,7270.96,Net Banking
629,2659,2025-08-03,818.8,Credit Card
630,390,2025-08-27,8316.22,Credit Card
631,3210,2025-02-19,926.8,UPI
632,4788,2025-09-23,6828.28,Credit Card
633,881,2025-11-14,5365.11,Cash
634,699,2025-03-19,8147.48,Debit Card
635,1191,2025-02-14,5805.84,Cash
