TicketID,CustomerID,IssueType,Timestamp,ResolutionTime
92,3311,Product Query,2025-08-22 02:09,7
93,3939,Product Query,2025-06-12 17:49,4
94,1832,Payment Problem,2025-09-15 12:07,3
95,3078,Account Locked,2025-02-08 05:38,2
96,2871,Product Query,2025-04-05 13:28,3
97,2515,Product Query,2025-10-16 21:14,7
98,1189,Technical Glitch,2025-01-26 11:35,1
99,1151,Product Query,2025-03-26 10:16,4
100,1251,Payment Problem,2025-05-10 21:38,1
101,2828,Payment Problem,2025-04-23 05:07,1
102,3339,Account Locked,2025-10-21 10:34,5
103,1842,Login Issue,2025-10-15 10:53,2
104,2763,Account Locked,2025-06-24 19:22,1
105,3169,Payment Problem,2025-02-03 00:06,6
106,3444,Technical Glitch,2025-08-03 07:46,4
107,1119,Product Query,2025-02-07 18:05,1
108,643,Payment Problem,2025-07-28 02:18,1
109,2923,Account Locked,2025-04-17 04:13,2
110,4090,Payment Problem,2025-08-08 23:20,7
111,2948,Account Locked,2025-07-24 04:39,6
112,1515,Account Locked,2025-12-22 03:35,3
113,2722,Payment Problem,2025-04-05 03:07,3
114,3571,Product Query,2025-10-01 16:31,7
115,1597,Account Locked,2025-11-13 09:26,7
116,1123,Account Locked,2025-03-23 10:33,3
117,3905,Login Issue,2025-05-05 11:25,6
118,2982,Product Query,2025-01-06 14:32,3
119,4201,Technical Glitch,2025-01-08 14:13,2
120,1255,Payment Problem,2025-06-27 09:28,3
121,833,Technical Glitch,2025-11-04 08:54,6
122,1029,Product Query,2025-02-01 08:23,1
123,2086,Technical Glitch,2025-07-19 19:34,6
124,260,Login Issue,2025-06-01 09:44,6
125,3758,Technical Glitch,2025-06-20 09:54,1
126,4282,Payment Problem,2025-02-15 14:35,2
127,3250,Login Issue,2025-04-17 20:47,6
128,2516,Login Issue,2025-04-01 08:13,1
129,4509,Payment Problem,2025-04-04 05:47,7
130,3027,Product Query,2025-12-03 03:36,1
131,2484,Product Query,2025-12-22 11:37,4
132,1322,Technical Glitch,2025-11-05 04:09,7
133,2332,Login Issue,2025-02-16 03:47,2
134,4427,Payment Problem,2025-12-03 16:45,5
135,3285,Payment Problem,2025-02-20 14:49,6
136,1744,Account Locked,2025-05-07 10:23,6
137,3881,Payment Problem,2025-08-18 21:25,3
138,4050,Payment Problem,2025-03-09 19:03,4
139,1310,Technical Glitch,2025-01-07 01:14,3
140,373,Login Issue,2025-03-04 01:12,3
141,272,Payment Problem,2025-03-27 18:09,3
142,3185,Account Locked,2025-02-10 07:23,7
143,3407,Product Query,2025-03-05 02:10,2
144,4213,Technical Glitch,2025-07-16 01:43,3
145,4964,Product Query,2025-07-28 07:03,3
146,3434,Login Issue,2025-05-07 19:03,6
147,2949,Account Locked,2025-12-02 16:51,6
148,2172,Account Locked,2025-07-13 02:05,4
149,3200,Technical Glitch,2025-05-02 13:03,3
150,4489,Account Locked,2025-06-18 18:26,6
151,4675,Login Issue,2025-09-19 02:03,6
152,4231,Product Query,2025-05-25 00:04,2
153,1441,Account Locked,2025-07-14 00:21,6
154,3697,Payment Problem,2025-02-08 05:37,3
155,3877,Login Issue,2025-10-12 03:21,3
156,4123,Account Locked,2025-08-18 07:11,4
157,2588,Payment Problem,2025-07-03 12:46,4
158,748,Technical Glitch,2025-11-22 18:15,5
159,2815,Payment Problem,2025-01-21 01:53,4
160,2978,Account Locked,2025-07-18 13:08,3
161,3397,Payment Problem,2025-02-17 05:52,4
162,2201,Product Query,2025-08-01 14:47,7
163,2734,Technical Glitch,2025-06-20 03:55,7
164,4850,Payment Problem,2025-08-17 06:54,2
165,3231,Product Query,2025-08-07 13:04,7
166,1806,Technical Glitch,2025-12-08 19:36,2
167,491,Payment Problem,2025-11-08 03:27,1
168,1028,Technical Glitch,2025-09-03 17:37,6
169,4428,Payment Problem,2025-09-27 15:00,7
170,4777,Account Locked,2025-07-09 05:51,5
171,979,Login Issue,2025-06-01 19:54,7
172,3937,Login Issue,2025-09-04 21:38,5
173,3029,Product Query,2025-02-25 22:41,4
174,3166,Account Locked,2025-04-23 14:42,5
175,2515,Technical Glitch,2025-04-08 02:20,3
176,3831,Account Locked,2025-12-01 23:32,5
177,3515,Account Locked,2025-12-24 05:47,2
178,2482,Login Issue,2025-05-21 21:48,7
179,1275,Account Locked,2025-02-01 12:29,5
180,4511,Login Issue,2025-10-27 20:11,1
181,3235,Account Locked,2025-10-18 00:09,2
182,4244,Technical Glitch,2025-02-03 18:22,4
183,577,Account Locked,2025-09-05 03:50,5
184,1351,Payment Problem,2025-04-13 01:43,1
185,3438,Login Issue,2025-12-07 20:13,5
186,339,Account Locked,2025-08-25 04:29,2
187,3909,Technical Glitch,2025-11-20 16:06,4
188,4327,Account Locked,2025-06-06 06:10,2
189,4255,Payment Problem,2025-08-27 13:52,1
190,572,Product Query,2025-06-05 05:42,6
191,4407,Payment Problem,2025-07-09 16:51,5
192,3614,Account Locked,2025-03-19 15:09,4
193,2169,Login Issue,2025-09-21 12:08,2
194,4730,Technical Glitch,2025-12-20 20:13,4
195,2729,Login Issue,2025-11-02 05:13,2
196,4813,Payment Problem,2025-10-19 14:47,3
197,2670,Account Locked,2025-11-08 23:35,7
198,2167,Product Query,2025-06-14 01:36,2
199,4993,Technical Glitch,2025-09-22 11:09,6
200,609,Account Locked,2025-12-20 00:42,2
201,2257,Product Query,2025-03-20 02:22,6
202,1554,Product Query,2025-07-12 14:49,7
203,2991,Product Query,2025-03-06 17:54,2
204,1014,Login Issue,2025-06-07 14:16,5
205,320,Technical Glitch,2025-07-17 13:12,6
206,2050,Account Locked,2025-09-11 07:31,1
207,789,Technical Glitch,2025-07-21 21:13,5
208,4090,Payment Problem,2025-09-01 20:46,2
209,1940,Product Query,2025-02-11 06:20,3
210,805,Product Query,2025-03-24 20:09,1
211,1556,Product Query,2025-04-25 04:51,1
212,4002,Technical Glitch,2025-05-13 20:41,1
213,1190,Account Locked,2025-11-12 04:05,3
214,4643,Account Locked,2025-12-03 13:47,3
215,4278,Payment Problem,2025-06-27 15:17,6
216,2596,Technical Glitch,2025-09-09 09:28,3
217,995,Login Issue,2025-03-21 06:24,4
218,2948,Technical Glitch,2025-11-09 16:01,3
219,3327,Technical Glitch,2025-10-06 02:38,3
220,216,Payment Problem,2025-04-13 08:33,6
221,204,Account Locked,2025-02-07 15:49,7
222,2171,Payment Problem,2025-09-14 18:43,7
223,4309,Product Query,2025-06-19 18:24,5
224,1729,Payment Problem,2025-09-18 13:49,4
225,4707,Technical Glitch,2025-09-16 09:01,5
226,2928,Login Issue,2025-04-02 14:48,5
227,4785,Product Query,2025-01-07 17:43,7
228,3529,Account Locked,2025-04-13 17:44,6
229,179,Payment Problem,2025-04-25 19:53,1
230,4784,Product Query,2025-08-02 10:45,3
231,3741,Technical Glitch,2025-02-18 04:31,1
232,2758,Account Locked,2025-12-24 09:37,6
233,4883,Technical Glitch,2025-09-15 17:57,7
234,830,Account Locked,2025-11-27 09:07,6
235,282,Product Query,2025-04-09 11:57,3
236,3108,Login Issue,2025-06-17 17:29,3
237,495,Technical Glitch,2025-08-17 13:08,2
238,776,Product Query,2025-12-28 00:34,6
239,180,Payment Problem,2025-09-26 11:22,5
240,804,Payment Problem,2025-07-18 01:22,7
241,998,Product Query,2025-11-22 09:16,4
242,1088,Payment Problem,2025-01-07 03:30,4
243,1436,Login Issue,2025-05-14 20:05,4
244,1630,Payment Problem,2025-07-05 21:12,6
245,3814,Account Locked,2025-04-11 21:33,6
246,4778,Account Locked,2025-09-02 06:00,7
247,3214,Login Issue,2025-02-04 07:51,3
248,4128,Account Locked,2025-01-01 18:21,1
249,4169,Technical Glitch,2025-05-23 20:20,6
250,4002,Payment Problem,2025-12-28 19:45,6
251,4679,Technical Glitch,2025-11-18 12:15,1
252,259,Login Issue,2025-05-10 10:25,6
253,145,Account Locked,2025-07-27 12:42,3
254,4448,Product Query,2025-12-08 04:49,1
255,1865,Login Issue,2025-09-17 14:30,3
256,1499,Account Locked,2025-07-14 15:25,1
257,3172,Product Query,2025-06-07 07:40,3
258,4868,Login Issue,2025-08-23 22:29,1
259,626,Login Issue,2025-11-03 06:41,5
260,2659,Account Locked,2025-10-27 02:28,6
261,4794,Login Issue,2025-04-17 13:41,1
262,441,Technical Glitch,2025-06-10 11:47,6
263,2723,Product Query,2025-10-16 09:25,2
264,4593,Technical Glitch,2025-04-22 18:10,7
265,768,Technical Glitch,2025-02-25 06:01,7
266,3222,Product Query,2025-04-15 02:11,5
267,1392,Product Query,2025-03-26 23:18,6
268,94,Login Issue,2025-11-08 06:34,1
269,4708,Login Issue,2025-08-06 23:45,3
270,70,Technical Glitch,2025-03-12 07:18,3
271,1413,Technical Glitch,2025-08-19 12:33,2
272,2169,Technical Glitch,2025-01-13 18:05,6
273,1886,Product Query,2025-10-26 12:06,1
274,4772,Technical Glitch,2025-06-21 05:44,6
275,4688,Technical Glitch,2025-01-04 00:15,1
276,4355,Login Issue,2025-11-02 11:55,5
277,1028,Login Issue,2025-04-07 16:38,3
278,2665,Payment Problem,2025-10-09 10:02,7
279,2536,Account Locked,2025-04-14 23:11,3
280,3295,Login Issue,2025-01-14 05:13,7
281,316,Product Query,2025-05-07 05:17,4
282,3147,Product Query,2025-02-06 07:33,6
283,2991,Payment Problem,2025-09-01 10:25,1
284,4046,Product Query,2025-09-13 10:37,1
285,4450,Login Issue,2025-11-24 14:30,1
286,1466,Payment Problem,2025-03-28 14:21,1
287,791,Product Query,2025-06-26 14:55,3
288,4031,Product Query,2025-08-20 09:53,4
289,176,Account Locked,2025-02-23 15:27,1
290,2367,Login Issue,2025-12-28 20:47,2
291,643,Product Query,2025-03-11 03:06,1
292,3903,Login Issue,2025-09-21 14:32,2
293,2403,Product Query,2025-08-19 17:04,2
294,4832,Login Issue,2025-01-19 21:39,2
295,4524,Technical Glitch,2025-10-10 13:44,5
296,2400,Payment Problem,2025-09-01 01:24,4
297,2264,Login Issue,2025-05-13 05:45,2
298,3259,Technical Glitch,2025-03-19 04:27,7
299,4491,Account Locked,2025-04-19 01:24,7
300,4087,Payment Problem,2025-11-27 17:04,1
301,2979,Technical Glitch,2025-09-10 02:30,2
302,4533,Technical Glitch,2025-02-10 09:10,3
303,733,Technical Glitch,2025-04-04 17:33,4
304,1091,Login Issue,2025-12-21 18:03,4
305,693,Technical Glitch,2025-06-25 22:41,4
306,3005,Login Issue,2025-08-07 01:48,2
307,2583,Account Locked,2025-03-06 00:19,7
308,3226,Payment Problem,2025-09-04 08:37,7
309,233,Account Locked,2025-10-18 12:01,2
310,1128,Technical Glitch,2025-11-16 20:55,4
311,3403,Technical Glitch,2025-02-23 07:35,2
312,4529,Product Query,2025-03-02 13:36,7
313,413,Account Locked,2025-08-12 02:23,7
314,2327,Payment Problem,2025-01-17 17:36,4
315,2954,Account Locked,2025-03-07 14:32,1
316,587,Account Locked,2025-08-25 13:53,3
317,3349,Technical Glitch,2025-12-23 14:59,2
318,2340,Login Issue,2025-06-09 21:33,6
319,125,Login Issue,2025-10-17 02:27,5
320,78,Account Locked,2025-07-12 09:12,2
321,1555,Technical Glitch,2025-01-06 11:54,1
322,1310,Account Locked,2025-09-24 05:10,2
323,3482,Product Query,2025-03-06 00:10,4
324,3648,Account Locked,2025-06-19 19:09,4
325,1759,Login Issue,2025-02-06 06:07,3
326,4196,Technical Glitch,2025-06-22 14:47,7
327,3794,Account Locked,2025-11-10 21:15,3
328,4583,Product Query,2025-06-08 08:24,2
329,2601,Product Query,2025-02-28 13:33,3
330,901,Payment Problem,2025-10-17 22:10,2
331,2101,Login Issue,2025-09-22 05:12,5
332,908,Payment Problem,2025-09-17 19:02,2
333,4242,Login Issue,2025-03-09 21:26,5
334,188,Product Query,2025-08-14 04:35,7
335,97,Payment Problem,2025-03-03 01:31,2
336,4108,Login Issue,2025-04-18 07:29,6
337,2957,Technical Glitch,2025-05-06 23:00,7
338,1767,Login Issue,2025-07-26 08:03,4
339,2109,Account Locked,2025-04-02 20:30,2
340,3480,Product Query,2025-07-17 02:23,2
341,931,Product Query,2025-06-20 13:28,6
342,668,Payment Problem,2025-07-05 05:14,3
343,2611,Product Query,2025-03-06 16:36,7
344,3051,Login Issue,2025-02-15 01:39,4
345,4541,Payment Problem,2025-08-01 08:22,2
346,685,Technical Glitch,2025-10-14 20:21,5
347,397,Product Query,2025-11-26 23:31,1
348,1302,Payment Problem,2025-08-12 13:02,4
349,520,Technical Glitch,2025-12-21 08:10,3
350,3835,Payment Problem,2025-06-14 20:25,3
351,1633,Account Locked,2025-01-16 08:29,5
352,746,Login Issue,2025-12-20 14:16,5
353,636,Payment Problem,2025-10-10 19:49,1
354,4138,Product Query,2025-09-10 14:41,3
355,909,Login Issue,2025-03-07 10:47,3
356,3793,Login Issue,2025-11-06 18:03,1
357,2946,Login Issue,2025-05-19 00:12,7
358,1688,Payment Problem,2025-07-01 19:21,1
359,2158,Technical Glitch,2025-09-01 12:10,6
360,2111,Technical Glitch,2025-10-08 13:46,3
361,2793,Technical Glitch,2025-10-03 13:59,6
362,2425,Product Query,2025-07-07 04:34,1
363,4008,Payment Problem,2025-02-12 03:49,1
364,1303,Product Query,2025-11-02 14:56,1
365,2391,Payment Problem,2025-11-01 09:04,3
366,2956,Product Query,2025-02-12 23:26,7
367,3715,Account Locked,2025-06-01 14:08,4
368,4306,Login Issue,2025-06-26 12:18,1
369,660,Account Locked,2025-02-07 08:48,5
370,677,Technical Glitch,2025-01-08 04:25,6
371,2566,Payment Problem,2025-10-27 16:45,2
372,440,Technical Glitch,2025-03-22 04:00,1
373,251,Account Locked,2025-12-23 01:16,3
374,362,Technical Glitch,2025-04-16 10:22,4
375,4076,Product Query,2025-10-23 20:14,3
376,2634,Product Query,2025-07-11 10:17,3
377,3225,Product Query,2025-12-23 13:26,5
378,3140,Account Locked,2025-03-26 01:37,6
379,2968,Login Issue,2025-11-21 19:02,4
380,4707,Product Query,2025-10-24 21:39,4
381,2786,Technical Glitch,2025-12-11 14:30,2
382,42,Technical Glitch,2025-04-14 03:30,2
383,1608,Account Locked,2025-05-25 03:05,7
384,2572,Payment Problem,2025-11-12 03:20,5
385,3091,Technical Glitch,2025-12-02 17:56,5
386,1995,Login Issue,2025-10-05 19:23,7
387,1988,Account Locked,2025-12-27 18:59,1
388,151,Login Issue,2025-07-20 12:07,4
389,1621,Account Locked,2025-05-15 19:09,3
390,3927,Technical Glitch,2025-06-10 08:48,4
391,3907,Account Locked,2025-03-19 13:32,6
392,2293,Payment Problem,2025-07-28 21:19,4
393,679,Payment Problem,2025-12-12 06:06,6
394,3822,Technical Glitch,2025-12-25 13:03,2
395,3321,Product Query,2025-07-10 09:29,6
396,723,Login Issue,2025-12-06 05:35,2
397,4651,Technical Glitch,2025-09-14 16:09,1
398,135,Technical Glitch,2025-09-04 23:51,4
399,30,Login Issue,2025-05-06 14:33,2
400,4687,Account Locked,2025-08-07 05:59,3
401,4752,Payment Problem,2025-01-05 06:22,4
402,4824,Technical Glitch,2025-09-13 10:03,6
403,3953,Technical Glitch,2025-01-25 04:10,5
404,1705,Account Locked,2025-04-12 12:09,7
405,4905,Technical Glitch,2025-08-06 02:15,6
406,4508,Technical Glitch,2025-10-27 00:07,1
407,2444,Login Issue,2025-01-09 01:02,6
408,4878,Technical Glitch,2025-06-14 00:12,4
409,3733,Payment Problem,2025-01-02 12:34,3
410,2714,Product Query,2025-08-19 21:18,5
411,4252,Payment Problem,2025-09-24 20:16,7
412,4811,Payment Problem,2025-10-24 13:08,4
413,2175,Login Issue,2025-09-05 22:21,6
414,2179,Product Query,2025-11-27 15:52,5
415,1798,Payment Problem,2025-01-25 01:49,4
416,3447,Product Query,2025-04-20 08:35,2
417,2198,Technical Glitch,2025-02-05 08:46,1
418,3867,Technical Glitch,2025-11-22 20:58,3
419,4250,Login Issue,2025-10-18 23:01,3
420,478,Product Query,2025-10-04 19:05,1
421,587,Payment Problem,2025-03-20 09:26,1
422,2029,Payment Problem,2025-03-19 02:04,7
423,2766,Product Query,2025-07-26 22:13,7
424,3063,Account Locked,2025-01-03 13:02,7
425,1928,Product Query,2025-10-26 18:10,5
426,1431,Technical Glitch,2025-07-08 13:47,4
427,1833,Account Locked,2025-09-24 18:03,5
428,3106,Account Locked,2025-02-22 13:53,7
429,2883,Payment Problem,2025-11-08 16:26,3
430,2947,Payment Problem,2025-02-22 12:04,6
431,1194,Account Locked,2025-11-18 20:37,6
432,527,Product Query,2025-04-09 23:01,1
433,2238,Payment Problem,2025-01-08 21:17,5
434,2312,Technical Glitch,2025-08-10 13:33,3
435,3699,Technical Glitch,2025-12-12 15:53,7
436,1824,Account Locked,2025-06-08 05:50,6
437,869,Payment Problem,2025-04-21 14:42,6
438,3630,Technical Glitch,2025-06-28 05:49,6
439,3487,Payment Problem,2025-05-04 06:35,7
440,2548,Payment Problem,2025-08-12 22:35,7
441,785,Technical Glitch,2025-06-02 00:17,5
442,3874,Account Locked,2025-01-19 20:09,7
443,295,Login Issue,2025-04-26 00:24,1
444,1273,Login Issue,2025-11-05 00:27,6
445,3556,Account Locked,2025-07-14 12:09,2
446,1837,Login Issue,2025-07-17 18:19,3
447,3543,Technical Glitch,2025-12-13 13:04,1
448,4544,Technical Glitch,2025-05-24 07:52,1
449,2914,Technical Glitch,2025-05-07 00:58,2
450,2959,Login Issue,2025-02-15 11:32,1
451,3110,Product Query,2025-12-03 20:36,3
452,2358,Product Query,2025-05-24 06:56,5
453,3746,Account Locked,2025-10-11 21:02,7
454,3071,Technical Glitch,2025-07-10 23:35,1
455,4127,Payment Problem,2025-07-26 15:44,2
456,1774,Technical Glitch,2025-04-03 23:16,7
457,3796,Technical Glitch,2025-05-20 18:35,4
458,4469,Product Query,2025-03-03 00:28,4
459,362,Login Issue,2025-05-21 03:40,1
460,3111,Account Locked,2025-07-15 11:03,4
461,3800,Technical Glitch,2025-04-21 03:31,1
462,2107,Payment Problem,2025-11-20 22:31,7
463,1916,Product Query,2025-08-21 09:51,6
464,4843,Payment Problem,2025-06-19 18:38,7
465,2093,Technical Glitch,2025-08-25 01:40,6
466,3326,Account Locked,2025-02-09 13:55,4
467,318,Technical Glitch,2025-05-13 12:04,1
468,2648,Product Query,2025-03-13 14:46,6
469,4832,Account Locked,2025-12-28 00:16,6
470,2547,Login Issue,2025-01-17 02:38,2
471,23,Payment Problem,2025-05-02 11:38,4
472,394,Login Issue,2025-09-01 07:59,6
473,1037,Technical Glitch,2025-01-10 20:47,1
474,843,Account Locked,2025-12-03 02:45,6
475,934,Payment Problem,2025-12-27 00:46,4
476,1090,Payment Problem,2025-12-06 10:59,1
477,1588,Login Issue,2025-03-17 13:06,4
478,3867,Technical Glitch,2025-08-10 19:14,7
479,2762,Account Locked,2025-10-05 22:51,3
480,2050,Technical Glitch,2025-01-01 13:58,2
481,3216,Technical Glitch,2025-11-28 05:51,4
482,3444,Technical Glitch,2025-08-01 10:10,3
483,4753,Product Query,2025-01-23 21:18,4
484,4948,Payment Problem,2025-03-15 14:38,3
485,4360,Product Query,2025-04-14 22:34,7
486,1190,Product Query,2025-12-01 12:45,4
487,2538,Login Issue,2025-06-20 15:49,6
488,1226,Account Locked,2025-09-20 10:05,6
489,3277,Login Issue,2025-01-07 11:39,7
490,693,Login Issue,2025-12-27 22:55,7
491,4023,Technical Glitch,2025-01-01 06:16,4
492,1211,Payment Problem,2025-03-08 11:14,1
493,3913,Product Query,2025-02-02 21:47,7
494,3610,Login Issue,2025-11-08 20:16,5
495,2932,Payment Problem,2025-06-12 11:35,3
496,59,Account Locked,2025-05-27 04:21,4
497,4286,Login Issue,2025-03-25 07:11,2
498,2803,Payment Problem,2025-12-21 12:54,3
499,3632,Payment Problem,2025-09-03 19:56,7
500,363,Login Issue,2025-07-08 19:53,6
501,929,Product Query,2025-11-11 08:32,7
502,3757,Product Query,2025-11-25 08:17,7
503,3143,Payment Problem,2025-05-26 08:00,4
504,4418,Login Issue,2025-08-11 23:31,6
505,684,Payment Problem,2025-07-08 02:28,3
506,4067,Technical Glitch,2025-05-18 00:05,5
507,4681,Account Locked,2025-09-23 12:48,5
508,2097,Product Query,2025-04-28 20:44,1
509,2054,Login Issue,2025-10-08 03:39,6
510,2629,Technical Glitch,2025-02-07 13:38,7
511,1710,Login Issue,2025-11-25 18:38,2
512,240,Technical Glitch,2025-08-19 10:27,7
513,2072,Technical Glitch,2025-01-17 04:19,7
514,1397,Payment Problem,2025-05-02 09:42,6
515,1975,Technical Glitch,2025-07-02 06:36,2
516,3583,Login Issue,2025-11-01 06:12,5
517,341,Account Locked,2025-01-27 09:35,1
518,2857,Payment Problem,2025-01-24 03:54,4
519,3802,Login Issue,2025-06-25 03:21,6
520,319,Payment Problem,2025-07-23 20:34,7
521,4552,Login Issue,2025-09-07 10:12,4
522,4673,Login Issue,2025-06-25 20:12,2
523,489,Login Issue,2025-01-04 21:15,3
524,50,Product Query,2025-06-19 03:54,5
525,3549,Login Issue,2025-03-08 00:09,2
526,4454,Account Locked,2025-11-22 06:56,7
527,2987,Login Issue,2025-12-21 07:48,4
528,3108,Technical Glitch,2025-12-14 10:44,4
529,163,Login Issue,2025-07-17 19:30,2
530,72,Account Locked,2025-01-22 21:30,6
531,4909,Product Query,2025-06-07 20:58,5
532,2437,Technical Glitch,2025-02-24 10:44,6
533,1105,Payment Problem,2025-07-01 23:41,2
534,1054,Product Query,2025-02-04 11:46,1
535,3541,Login Issue,2025-01-16 22:41,5
536,709,Product Query,2025-01-19 21:34,2
537,1903,Account Locked,2025-06-26 09:24,2
538,1735,Payment Problem,2025-02-15 15:13,4
539,1830,Technical Glitch,2025-09-12 03:13,6
540,4140,Login Issue,2025-01-04 11:20,6
541,898,Payment Problem,2025-03-08 08:12,7
542,3357,Technical Glitch,2025-08-26 05:36,3
543,3351,Technical Glitch,2025-05-15 14:02,1
544,4432,Payment Problem,2025-07-27 01:49,4
545,3513,Payment Problem,2025-12-13 14:35,7
546,962,Login Issue,2025-04-15 05:29,2
547,4857,Product Query,2025-06-24 20:33,2
548,1989,Payment Problem,2025-10-25 12:21,7
549,1284,Technical Glitch,2025-01-17 21:24,1
550,4542,Account Locked,2025-07-13 22:12,3
551,627,Account Locked,2025-05-17 16:13,4
552,4072,Account Locked,2025-06-22 23:08,2
553,2813,Product Query,2025-10-27 09:26,3
554,3277,Technical Glitch,2025-12-06 03:07,3
555,2252,Login Issue,2025-10-18 02:25,1
556,757,Account Locked,2025-07-10 02:22,4
557,494,Product Query,2025-01-13 14:04,2
558,472,Technical Glitch,2025-09-01 08:48,2
559,1025,Product Query,2025-03-18 05:05,3
560,410,Technical Glitch,2025-04-10 08:53,7
561,2972,Account Locked,2025-11-17 22:29,4
562,2865,Account Locked,2025-10-05 19:31,1
563,710,Technical Glitch,2025-06-13 11:00,4
564,9,Technical Glitch,2025-01-08 14:21,3
565,2041,Login Issue,2025-01-09 00:18,4
566,1133,Payment Problem,2025-09-05 15:34,4
567,1833,Product Query,2025-06-16 01:32,3
568,3686,Account Locked,2025-12-18 22:49,7
569,965,Payment Problem,2025-09-01 18:05,7
570,4614,Technical Glitch,2025-02-09 18:54,2
571,1737,Payment Problem,2025-12-02 13:53,2
572,3057,Account Locked,2025-03-21 14:44,1
573,3749,Account Locked,2025-03-14 08:22,2
574,1416,Account Locked,2025-04-15 05:12,5
